Genotype,Trait,Year,Location,Rep,Population,Phenotype,Heritability_Source
GEN_021,yield,2022,Charleston_SC,1,North,5.259117947773933,Ferrão et al. 2021
GEN_022,yield,2022,Charleston_SC,1,South,3.432317782422763,Ferrão et al. 2021
GEN_023,yield,2022,Charleston_SC,1,North,3.448706346576148,Ferrão et al. 2021
GEN_024,yield,2022,Charleston_SC,1,South,3.8125336276680493,Ferrão et al. 2021
GEN_025,yield,2022,Charleston_SC,1,North,2.676450142925082,Ferrão et al. 2021
GEN_026,yield,2022,Charleston_SC,1,South,3.899301594904618,Ferrão et al. 2021
GEN_027,yield,2022,Charleston_SC,1,North,1.3344455944082423,Ferrão et al. 2021
GEN_028,yield,2022,Charleston_SC,1,North,5.010580720307318,Ferrão et al. 2021
GEN_029,yield,2022,Charleston_SC,1,North,1.48708807507948,Ferrão et al. 2021
GEN_030,yield,2022,Charleston_SC,1,South,4.745866272780714,Ferrão et al. 2021
GEN_031,yield,2022,Charleston_SC,1,North,4.599084809736031,Ferrão et al. 2021
GEN_032,yield,2022,Charleston_SC,1,North,3.577216841948632,Ferrão et al. 2021
GEN_033,yield,2022,Charleston_SC,1,South,4.240766582991334,Ferrão et al. 2021
GEN_034,yield,2022,Charleston_SC,1,North,2.8568824255570022,Ferrão et al. 2021
GEN_035,yield,2022,Charleston_SC,1,South,2.5882821704423833,Ferrão et al. 2021
GEN_036,yield,2022,Charleston_SC,1,North,3.811981108146143,Ferrão et al. 2021
GEN_037,yield,2022,Charleston_SC,1,North,2.2066292221079182,Ferrão et al. 2021
GEN_038,yield,2022,Charleston_SC,1,South,2.260166396843024,Ferrão et al. 2021
GEN_039,yield,2022,Charleston_SC,1,North,5.807208978820898,Ferrão et al. 2021
GEN_040,yield,2022,Charleston_SC,1,North,2.6844004839602995,Ferrão et al. 2021
GEN_041,yield,2022,Charleston_SC,1,North,2.2138094166857005,Ferrão et al. 2021
GEN_042,yield,2022,Charleston_SC,1,South,1.2436163157495363,Ferrão et al. 2021
GEN_043,yield,2022,Charleston_SC,1,North,2.7967280870951274,Ferrão et al. 2021
GEN_044,yield,2022,Charleston_SC,1,North,3.7077395217655003,Ferrão et al. 2021
GEN_045,yield,2022,Charleston_SC,1,North,2.5982136453042872,Ferrão et al. 2021
GEN_046,yield,2022,Charleston_SC,1,North,2.877765882193818,Ferrão et al. 2021
GEN_047,yield,2022,Charleston_SC,1,South,1.5892602099243072,Ferrão et al. 2021
GEN_048,yield,2022,Charleston_SC,1,North,2.9181141068286265,Ferrão et al. 2021
GEN_049,yield,2022,Charleston_SC,1,North,4.8772074570445705,Ferrão et al. 2021
GEN_050,yield,2022,Charleston_SC,1,South,3.7880159365183728,Ferrão et al. 2021
GEN_051,yield,2022,Charleston_SC,1,South,3.8387778082799997,Ferrão et al. 2021
GEN_052,yield,2022,Charleston_SC,1,North,2.9123221703970916,Ferrão et al. 2021
GEN_053,yield,2022,Charleston_SC,1,South,4.073001215700041,Ferrão et al. 2021
GEN_054,yield,2022,Charleston_SC,1,North,2.3914745924319414,Ferrão et al. 2021
GEN_055,yield,2022,Charleston_SC,1,North,-0.2193644077239968,Ferrão et al. 2021
GEN_056,yield,2022,Charleston_SC,1,South,2.193603713547523,Ferrão et al. 2021
GEN_057,yield,2022,Charleston_SC,1,South,1.8731934345870243,Ferrão et al. 2021
GEN_058,yield,2022,Charleston_SC,1,North,4.2721005308264965,Ferrão et al. 2021
GEN_059,yield,2022,Charleston_SC,1,South,1.6805744504245603,Ferrão et al. 2021
GEN_060,yield,2022,Charleston_SC,1,North,4.164345687860041,Ferrão et al. 2021
GEN_061,yield,2022,Charleston_SC,1,North,3.148874821304104,Ferrão et al. 2021
GEN_062,yield,2022,Charleston_SC,1,South,4.261909450202184,Ferrão et al. 2021
GEN_063,yield,2022,Charleston_SC,1,South,2.110934471937501,Ferrão et al. 2021
GEN_064,yield,2022,Charleston_SC,1,North,0.8312905175311421,Ferrão et al. 2021
GEN_065,yield,2022,Charleston_SC,1,North,2.8968224212408322,Ferrão et al. 2021
GEN_066,yield,2022,Charleston_SC,1,North,2.1970737955391098,Ferrão et al. 2021
GEN_067,yield,2022,Charleston_SC,1,North,5.1035201390688405,Ferrão et al. 2021
GEN_068,yield,2022,Charleston_SC,1,North,4.0786212842333915,Ferrão et al. 2021
GEN_069,yield,2022,Charleston_SC,1,South,2.0781145038715065,Ferrão et al. 2021
GEN_070,yield,2022,Charleston_SC,1,North,3.0346727729881797,Ferrão et al. 2021
GEN_071,yield,2022,Charleston_SC,1,North,3.861868373760271,Ferrão et al. 2021
GEN_072,yield,2022,Charleston_SC,1,North,2.1485386308600285,Ferrão et al. 2021
GEN_073,yield,2022,Charleston_SC,1,North,3.1527299799801494,Ferrão et al. 2021
GEN_074,yield,2022,Charleston_SC,1,North,2.149452218730331,Ferrão et al. 2021
GEN_075,yield,2022,Charleston_SC,1,North,4.712872431176743,Ferrão et al. 2021
GEN_076,yield,2022,Charleston_SC,1,North,2.1164073557346517,Ferrão et al. 2021
GEN_077,yield,2022,Charleston_SC,1,South,4.058990229326082,Ferrão et al. 2021
GEN_078,yield,2022,Charleston_SC,1,South,2.897093671974121,Ferrão et al. 2021
GEN_079,yield,2022,Charleston_SC,1,North,3.245517754290518,Ferrão et al. 2021
GEN_080,yield,2022,Charleston_SC,1,South,2.9892282479909857,Ferrão et al. 2021
GEN_081,yield,2022,Charleston_SC,1,South,1.4956697213802446,Ferrão et al. 2021
GEN_082,yield,2022,Charleston_SC,1,North,2.7888957336396145,Ferrão et al. 2021
GEN_083,yield,2022,Charleston_SC,1,North,0.1748691733582346,Ferrão et al. 2021
GEN_084,yield,2022,Charleston_SC,1,North,2.6759471928830774,Ferrão et al. 2021
GEN_085,yield,2022,Charleston_SC,1,South,0.8748739618900316,Ferrão et al. 2021
GEN_086,yield,2022,Charleston_SC,1,South,1.6324061630629922,Ferrão et al. 2021
GEN_087,yield,2022,Charleston_SC,1,North,5.642035794783944,Ferrão et al. 2021
GEN_088,yield,2022,Charleston_SC,1,South,5.658348830364645,Ferrão et al. 2021
GEN_089,yield,2022,Charleston_SC,1,North,2.1493383709582394,Ferrão et al. 2021
GEN_090,yield,2022,Charleston_SC,1,South,4.593835103886585,Ferrão et al. 2021
GEN_091,yield,2022,Charleston_SC,1,South,3.7496452421735182,Ferrão et al. 2021
GEN_092,yield,2022,Charleston_SC,1,South,2.988028256306577,Ferrão et al. 2021
GEN_093,yield,2022,Charleston_SC,1,South,3.1221571752474886,Ferrão et al. 2021
GEN_094,yield,2022,Charleston_SC,1,North,2.0599441921198576,Ferrão et al. 2021
GEN_095,yield,2022,Charleston_SC,1,North,3.834189332380916,Ferrão et al. 2021
GEN_096,yield,2022,Charleston_SC,1,North,3.8666215017696226,Ferrão et al. 2021
GEN_097,yield,2022,Charleston_SC,1,South,2.3037831441120895,Ferrão et al. 2021
GEN_098,yield,2022,Charleston_SC,1,South,4.331799247176427,Ferrão et al. 2021
GEN_099,yield,2022,Charleston_SC,1,North,3.459242352935035,Ferrão et al. 2021
GEN_100,yield,2022,Charleston_SC,1,North,2.817410189653268,Ferrão et al. 2021
GEN_001,yield,2022,Charleston_SC,2,North,1.8671260261356224,Ferrão et al. 2021
GEN_002,yield,2022,Charleston_SC,2,North,2.892426137253914,Ferrão et al. 2021
GEN_003,yield,2022,Charleston_SC,2,South,1.0429574530118446,Ferrão et al. 2021
GEN_004,yield,2022,Charleston_SC,2,South,2.4000612736919464,Ferrão et al. 2021
GEN_005,yield,2022,Charleston_SC,2,South,2.766741216502297,Ferrão et al. 2021
GEN_006,yield,2022,Charleston_SC,2,North,3.3546061018533266,Ferrão et al. 2021
GEN_007,yield,2022,Charleston_SC,2,North,-0.6326391524605486,Ferrão et al. 2021
GEN_008,yield,2022,Charleston_SC,2,South,0.26627356379206124,Ferrão et al. 2021
GEN_009,yield,2022,Charleston_SC,2,South,3.25926392162783,Ferrão et al. 2021
GEN_010,yield,2022,Charleston_SC,2,South,2.383389222793447,Ferrão et al. 2021
GEN_011,yield,2022,Charleston_SC,2,South,2.0999199627626672,Ferrão et al. 2021
GEN_012,yield,2022,Charleston_SC,2,North,2.3026090024927606,Ferrão et al. 2021
GEN_013,yield,2022,Charleston_SC,2,South,2.018341176252565,Ferrão et al. 2021
GEN_014,yield,2022,Charleston_SC,2,North,3.0721112949198375,Ferrão et al. 2021
GEN_015,yield,2022,Charleston_SC,2,South,3.184088685889946,Ferrão et al. 2021
GEN_016,yield,2022,Charleston_SC,2,North,2.215141504964609,Ferrão et al. 2021
GEN_017,yield,2022,Charleston_SC,2,North,2.9523720286199286,Ferrão et al. 2021
GEN_018,yield,2022,Charleston_SC,2,South,2.099392167759098,Ferrão et al. 2021
GEN_019,yield,2022,Charleston_SC,2,North,1.895951729261031,Ferrão et al. 2021
GEN_020,yield,2022,Charleston_SC,2,North,2.8145567533924076,Ferrão et al. 2021
GEN_021,yield,2022,Charleston_SC,2,North,5.7943126383608865,Ferrão et al. 2021
GEN_022,yield,2022,Charleston_SC,2,South,3.2762790827369073,Ferrão et al. 2021
GEN_023,yield,2022,Charleston_SC,2,North,2.4065287663302275,Ferrão et al. 2021
GEN_024,yield,2022,Charleston_SC,2,South,2.92572977288036,Ferrão et al. 2021
GEN_025,yield,2022,Charleston_SC,2,North,3.8573184939920715,Ferrão et al. 2021
GEN_026,yield,2022,Charleston_SC,2,South,4.522777390136304,Ferrão et al. 2021
GEN_027,yield,2022,Charleston_SC,2,North,1.2711075200879518,Ferrão et al. 2021
GEN_028,yield,2022,Charleston_SC,2,North,3.6061567247964117,Ferrão et al. 2021
GEN_029,yield,2022,Charleston_SC,2,North,3.897052573141185,Ferrão et al. 2021
GEN_030,yield,2022,Charleston_SC,2,South,4.396032151965098,Ferrão et al. 2021
GEN_031,yield,2022,Charleston_SC,2,North,3.6143621880398915,Ferrão et al. 2021
GEN_032,yield,2022,Charleston_SC,2,North,-0.13221397610597263,Ferrão et al. 2021
GEN_033,yield,2022,Charleston_SC,2,South,1.7351198141803865,Ferrão et al. 2021
GEN_034,yield,2022,Charleston_SC,2,North,2.11857005477963,Ferrão et al. 2021
GEN_035,yield,2022,Charleston_SC,2,South,2.234856862163635,Ferrão et al. 2021
GEN_036,yield,2022,Charleston_SC,2,North,2.279695549855595,Ferrão et al. 2021
GEN_037,yield,2022,Charleston_SC,2,North,3.242698586901778,Ferrão et al. 2021
GEN_038,yield,2022,Charleston_SC,2,South,1.2550344700729448,Ferrão et al. 2021
GEN_039,yield,2022,Charleston_SC,2,North,3.9416619077985042,Ferrão et al. 2021
GEN_040,yield,2022,Charleston_SC,2,North,4.702172560610977,Ferrão et al. 2021
GEN_041,yield,2022,Charleston_SC,2,North,1.6619545107069902,Ferrão et al. 2021
GEN_042,yield,2022,Charleston_SC,2,South,4.202252342208888,Ferrão et al. 2021
GEN_043,yield,2022,Charleston_SC,2,North,2.9689242179420647,Ferrão et al. 2021
GEN_044,yield,2022,Charleston_SC,2,North,5.5319758540584205,Ferrão et al. 2021
GEN_045,yield,2022,Charleston_SC,2,North,4.079893716877922,Ferrão et al. 2021
GEN_046,yield,2022,Charleston_SC,2,North,3.31841841300964,Ferrão et al. 2021
GEN_047,yield,2022,Charleston_SC,2,South,1.7486729592290566,Ferrão et al. 2021
GEN_048,yield,2022,Charleston_SC,2,North,1.4424682477023731,Ferrão et al. 2021
GEN_049,yield,2022,Charleston_SC,2,North,2.647490285000616,Ferrão et al. 2021
GEN_050,yield,2022,Charleston_SC,2,South,3.1610134086771984,Ferrão et al. 2021
GEN_051,yield,2022,Charleston_SC,2,South,2.7933260245297125,Ferrão et al. 2021
GEN_052,yield,2022,Charleston_SC,2,North,5.57117712778898,Ferrão et al. 2021
GEN_053,yield,2022,Charleston_SC,2,South,3.4763480171806087,Ferrão et al. 2021
GEN_054,yield,2022,Charleston_SC,2,North,4.362152665135119,Ferrão et al. 2021
GEN_055,yield,2022,Charleston_SC,2,North,0.2797782965314309,Ferrão et al. 2021
GEN_056,yield,2022,Charleston_SC,2,South,3.1305356746237187,Ferrão et al. 2021
GEN_057,yield,2022,Charleston_SC,2,South,3.4864100826542983,Ferrão et al. 2021
GEN_058,yield,2022,Charleston_SC,2,North,3.665229417514899,Ferrão et al. 2021
GEN_059,yield,2022,Charleston_SC,2,South,2.5606666991138023,Ferrão et al. 2021
GEN_060,yield,2022,Charleston_SC,2,North,2.7715463334963593,Ferrão et al. 2021
GEN_061,yield,2022,Charleston_SC,2,North,2.5084999210666132,Ferrão et al. 2021
GEN_062,yield,2022,Charleston_SC,2,South,1.8466416907585557,Ferrão et al. 2021
GEN_063,yield,2022,Charleston_SC,2,South,1.2924345334924072,Ferrão et al. 2021
GEN_064,yield,2022,Charleston_SC,2,North,0.8447830416927886,Ferrão et al. 2021
GEN_065,yield,2022,Charleston_SC,2,North,5.1337751163650465,Ferrão et al. 2021
GEN_066,yield,2022,Charleston_SC,2,North,2.6879879455191986,Ferrão et al. 2021
GEN_067,yield,2022,Charleston_SC,2,North,4.257132895598664,Ferrão et al. 2021
GEN_068,yield,2022,Charleston_SC,2,North,3.0124276392518925,Ferrão et al. 2021
GEN_069,yield,2022,Charleston_SC,2,South,1.6816823860761865,Ferrão et al. 2021
GEN_070,yield,2022,Charleston_SC,2,North,1.988411565043894,Ferrão et al. 2021
GEN_071,yield,2022,Charleston_SC,2,North,1.8689934472559466,Ferrão et al. 2021
GEN_072,yield,2022,Charleston_SC,2,North,2.1589038169723196,Ferrão et al. 2021
GEN_073,yield,2022,Charleston_SC,2,North,2.75558586262929,Ferrão et al. 2021
GEN_074,yield,2022,Charleston_SC,2,North,3.1495694811938586,Ferrão et al. 2021
GEN_075,yield,2022,Charleston_SC,2,North,3.497827668366685,Ferrão et al. 2021
GEN_076,yield,2022,Charleston_SC,2,North,1.766939328819776,Ferrão et al. 2021
GEN_077,yield,2022,Charleston_SC,2,South,4.0658499034113325,Ferrão et al. 2021
GEN_078,yield,2022,Charleston_SC,2,South,3.7498644505181584,Ferrão et al. 2021
GEN_079,yield,2022,Charleston_SC,2,North,3.405901990736733,Ferrão et al. 2021
GEN_080,yield,2022,Charleston_SC,2,South,4.442264158602522,Ferrão et al. 2021
GEN_081,yield,2022,Charleston_SC,2,South,4.447022776820325,Ferrão et al. 2021
GEN_082,yield,2022,Charleston_SC,2,North,1.3893442560714684,Ferrão et al. 2021
GEN_083,yield,2022,Charleston_SC,2,North,1.1288617738720765,Ferrão et al. 2021
GEN_084,yield,2022,Charleston_SC,2,North,2.8373013506519706,Ferrão et al. 2021
GEN_085,yield,2022,Charleston_SC,2,South,1.318280291710902,Ferrão et al. 2021
GEN_086,yield,2022,Charleston_SC,2,South,2.4591940953648663,Ferrão et al. 2021
GEN_087,yield,2022,Charleston_SC,2,North,3.986604998743052,Ferrão et al. 2021
GEN_088,yield,2022,Charleston_SC,2,South,3.571184197349426,Ferrão et al. 2021
GEN_089,yield,2022,Charleston_SC,2,North,2.191983232843236,Ferrão et al. 2021
GEN_090,yield,2022,Charleston_SC,2,South,4.059059705842494,Ferrão et al. 2021
GEN_091,yield,2022,Charleston_SC,2,South,2.8161931752378635,Ferrão et al. 2021
GEN_092,yield,2022,Charleston_SC,2,South,0.7764519445461802,Ferrão et al. 2021
GEN_093,yield,2022,Charleston_SC,2,South,2.918885715784238,Ferrão et al. 2021
GEN_094,yield,2022,Charleston_SC,2,North,1.1609976176612624,Ferrão et al. 2021
GEN_095,yield,2022,Charleston_SC,2,North,4.489269882315975,Ferrão et al. 2021
GEN_096,yield,2022,Charleston_SC,2,North,4.835959000810822,Ferrão et al. 2021
GEN_097,yield,2022,Charleston_SC,2,South,3.6031376438629934,Ferrão et al. 2021
GEN_098,yield,2022,Charleston_SC,2,South,4.045275484087844,Ferrão et al. 2021
GEN_099,yield,2022,Charleston_SC,2,North,4.743845899636168,Ferrão et al. 2021
GEN_100,yield,2022,Charleston_SC,2,North,3.3449198946622407,Ferrão et al. 2021
GEN_001,yield,2022,Charleston_SC,3,North,2.1782047052649114,Ferrão et al. 2021
GEN_002,yield,2022,Charleston_SC,3,North,3.2813725337429536,Ferrão et al. 2021
GEN_003,yield,2022,Charleston_SC,3,South,2.5214753621246078,Ferrão et al. 2021
GEN_004,yield,2022,Charleston_SC,3,South,1.8998563002416016,Ferrão et al. 2021
GEN_005,yield,2022,Charleston_SC,3,South,0.959886320082521,Ferrão et al. 2021
GEN_006,yield,2022,Charleston_SC,3,North,4.711686393030566,Ferrão et al. 2021
GEN_007,yield,2022,Charleston_SC,3,North,3.36198095255169,Ferrão et al. 2021
GEN_008,yield,2022,Charleston_SC,3,South,2.252367558611962,Ferrão et al. 2021
GEN_009,yield,2022,Charleston_SC,3,South,1.4337085132236278,Ferrão et al. 2021
GEN_010,yield,2022,Charleston_SC,3,South,2.8420785316023522,Ferrão et al. 2021
GEN_011,yield,2022,Charleston_SC,3,South,3.4244250585821745,Ferrão et al. 2021
GEN_012,yield,2022,Charleston_SC,3,North,0.5661769648306378,Ferrão et al. 2021
GEN_013,yield,2022,Charleston_SC,3,South,2.383888140312329,Ferrão et al. 2021
GEN_014,yield,2022,Charleston_SC,3,North,3.1652129303452234,Ferrão et al. 2021
GEN_015,yield,2022,Charleston_SC,3,South,4.1476524124376954,Ferrão et al. 2021
GEN_016,yield,2022,Charleston_SC,3,North,1.3212773074250905,Ferrão et al. 2021
GEN_017,yield,2022,Charleston_SC,3,North,2.292733511909802,Ferrão et al. 2021
GEN_018,yield,2022,Charleston_SC,3,South,2.1389587597733106,Ferrão et al. 2021
GEN_019,yield,2022,Charleston_SC,3,North,2.2170903224746974,Ferrão et al. 2021
GEN_020,yield,2022,Charleston_SC,3,North,1.9269823260931362,Ferrão et al. 2021
GEN_021,yield,2022,Charleston_SC,3,North,3.3394147862248826,Ferrão et al. 2021
GEN_022,yield,2022,Charleston_SC,3,South,3.1091373631759036,Ferrão et al. 2021
GEN_023,yield,2022,Charleston_SC,3,North,3.439862278242277,Ferrão et al. 2021
GEN_024,yield,2022,Charleston_SC,3,South,3.353663767129012,Ferrão et al. 2021
GEN_025,yield,2022,Charleston_SC,3,North,2.560199402769736,Ferrão et al. 2021
GEN_026,yield,2022,Charleston_SC,3,South,4.91399034232434,Ferrão et al. 2021
GEN_027,yield,2022,Charleston_SC,3,North,2.605497389410327,Ferrão et al. 2021
GEN_028,yield,2022,Charleston_SC,3,North,3.622579888389949,Ferrão et al. 2021
GEN_029,yield,2022,Charleston_SC,3,North,2.774593298350351,Ferrão et al. 2021
GEN_030,yield,2022,Charleston_SC,3,South,4.585734147717781,Ferrão et al. 2021
GEN_031,yield,2022,Charleston_SC,3,North,1.8725309358693314,Ferrão et al. 2021
GEN_032,yield,2022,Charleston_SC,3,North,2.316675468425067,Ferrão et al. 2021
GEN_033,yield,2022,Charleston_SC,3,South,1.7433622212265183,Ferrão et al. 2021
GEN_034,yield,2022,Charleston_SC,3,North,4.101197774112465,Ferrão et al. 2021
GEN_035,yield,2022,Charleston_SC,3,South,4.186199202506735,Ferrão et al. 2021
GEN_036,yield,2022,Charleston_SC,3,North,4.244056836750963,Ferrão et al. 2021
GEN_037,yield,2022,Charleston_SC,3,North,4.09260970928647,Ferrão et al. 2021
GEN_038,yield,2022,Charleston_SC,3,South,0.7610720016377179,Ferrão et al. 2021
GEN_039,yield,2022,Charleston_SC,3,North,3.5085488537694385,Ferrão et al. 2021
GEN_040,yield,2022,Charleston_SC,3,North,4.506890995507424,Ferrão et al. 2021
GEN_041,yield,2022,Charleston_SC,3,North,2.0163443962936305,Ferrão et al. 2021
GEN_042,yield,2022,Charleston_SC,3,South,1.8474341874112488,Ferrão et al. 2021
GEN_043,yield,2022,Charleston_SC,3,North,1.9675183456973686,Ferrão et al. 2021
GEN_044,yield,2022,Charleston_SC,3,North,5.9273349582396895,Ferrão et al. 2021
GEN_045,yield,2022,Charleston_SC,3,North,2.9095830989611207,Ferrão et al. 2021
GEN_046,yield,2022,Charleston_SC,3,North,3.0264791283797217,Ferrão et al. 2021
GEN_047,yield,2022,Charleston_SC,3,South,0.599125986054595,Ferrão et al. 2021
GEN_048,yield,2022,Charleston_SC,3,North,1.9059013238063973,Ferrão et al. 2021
GEN_049,yield,2022,Charleston_SC,3,North,3.879613352650849,Ferrão et al. 2021
GEN_050,yield,2022,Charleston_SC,3,South,2.5797465837695,Ferrão et al. 2021
GEN_051,yield,2022,Charleston_SC,3,South,2.312192445079564,Ferrão et al. 2021
GEN_052,yield,2022,Charleston_SC,3,North,3.8671816114157034,Ferrão et al. 2021
GEN_053,yield,2022,Charleston_SC,3,South,2.1794019440832724,Ferrão et al. 2021
GEN_054,yield,2022,Charleston_SC,3,North,3.3887959109915475,Ferrão et al. 2021
GEN_055,yield,2022,Charleston_SC,3,North,1.8154395228339721,Ferrão et al. 2021
GEN_056,yield,2022,Charleston_SC,3,South,2.0519645608181047,Ferrão et al. 2021
GEN_057,yield,2022,Charleston_SC,3,South,3.4933973613565508,Ferrão et al. 2021
GEN_058,yield,2022,Charleston_SC,3,North,3.868645329647972,Ferrão et al. 2021
GEN_059,yield,2022,Charleston_SC,3,South,2.2610191395357484,Ferrão et al. 2021
GEN_060,yield,2022,Charleston_SC,3,North,3.9338226015411486,Ferrão et al. 2021
GEN_061,yield,2022,Charleston_SC,3,North,3.9672583648173187,Ferrão et al. 2021
GEN_062,yield,2022,Charleston_SC,3,South,2.199853785129745,Ferrão et al. 2021
GEN_063,yield,2022,Charleston_SC,3,South,2.2424020680244587,Ferrão et al. 2021
GEN_064,yield,2022,Charleston_SC,3,North,0.10787495057286822,Ferrão et al. 2021
GEN_065,yield,2022,Charleston_SC,3,North,5.668099143424632,Ferrão et al. 2021
GEN_066,yield,2022,Charleston_SC,3,North,0.6204337511792513,Ferrão et al. 2021
GEN_067,yield,2022,Charleston_SC,3,North,4.077223128474602,Ferrão et al. 2021
GEN_068,yield,2022,Charleston_SC,3,North,0.6767526116998415,Ferrão et al. 2021
GEN_069,yield,2022,Charleston_SC,3,South,3.2390665042967424,Ferrão et al. 2021
GEN_070,yield,2022,Charleston_SC,3,North,1.5566126975218286,Ferrão et al. 2021
GEN_071,yield,2022,Charleston_SC,3,North,1.9815794598082732,Ferrão et al. 2021
GEN_072,yield,2022,Charleston_SC,3,North,3.165125226335365,Ferrão et al. 2021
GEN_073,yield,2022,Charleston_SC,3,North,3.097001826785304,Ferrão et al. 2021
GEN_074,yield,2022,Charleston_SC,3,North,3.2996299818801353,Ferrão et al. 2021
GEN_075,yield,2022,Charleston_SC,3,North,2.9926984512442214,Ferrão et al. 2021
GEN_076,yield,2022,Charleston_SC,3,North,1.1352361302395544,Ferrão et al. 2021
